Label,Inductance,Deviation,Volume,Losses,Core Type
62,0.0005420266038067416,19.699762399001248,2.9116213185590614e-05,1.8456869390366044,PQ 35/35
64,0.0005496497929668771,18.570401041944137,2.9116213185590614e-05,1.8681974574972027,PQ 35/35
116,0.0005452510357135771,19.22206878317376,2.9116213185590614e-05,1.8703631413738666,PQ 35/35
117,0.0005527548350634493,18.110394805414924,2.9116213185590614e-05,1.8927334579823294,PQ 35/35
118,0.0005602404734092062,17.001411346784273,2.9116213185590614e-05,1.9133962125734967,PQ 35/35
120,0.0005682818131172993,15.810101760400105,2.9116213185590614e-05,1.943715126422525,PQ 35/35
161,0.0005404180794615599,19.938062301991128,3.108037022658705e-05,1.9516934333221172,PQ 35/35
166,0.0005475795442984452,18.8771045483785,3.108037022658705e-05,1.9695869369380832,PQ 35/35
170,0.0005546898145272923,17.823731181141884,3.108037022658705e-05,1.985845447766811,PQ 35/35
178,0.0005514813759132302,18.299055420262203,2.7152056144594176e-05,1.8419383138862595,PQ 35/35
185,0.0005445681711383008,19.323233905436915,2.7152056144594176e-05,1.827668096253425,PQ 35/35
193,0.0005872939448421157,12.993489653019902,2.9116213185590614e-05,2.0212374787044993,PQ 35/35
195,0.0005792291229408717,14.18827808283383,2.9116213185590614e-05,1.9912979888670996,PQ 35/35
196,0.0005713358250688461,15.357655545356137,2.9116213185590614e-05,1.9629093780772537,PQ 35/35
201,0.0005639746624813589,16.448198150909796,2.9116213185590614e-05,1.943306611814828,PQ 35/35
203,0.0005565917323463198,17.541965578322994,2.9116213185590614e-05,1.9226582772726935,PQ 35/35
204,0.0005491689506453971,18.641636941422657,2.9116213185590614e-05,1.9014347939208913,PQ 35/35
208,0.0005419786501991054,19.706866637169572,2.9116213185590614e-05,1.8817939854892725,PQ 35/35
261,0.0005582783117048544,17.29210196965121,3.108037022658705e-05,2.019674476043911,PQ 35/35
262,0.0005441575435843139,19.38406761713868,3.108037022658705e-05,1.9863050761044536,PQ 35/35
263,0.0005512359391559103,18.335416421346622,3.108037022658705e-05,2.0032350468858784,PQ 35/35
264,0.000565253727667344,16.258707012245345,3.108037022658705e-05,2.03446454734095,PQ 35/35
272,0.0005728238141057831,15.137212725069176,3.108037022658705e-05,2.058406802060334,PQ 35/35
